ID,coords
METRROTT0000002269780266,-2.9454399700553147,-3.216866560321702,-4.424170108859298,-5.065576126076221,-5.404669021616555,-5.769811069770108,-6.813904865137053,-6.464665643822235
METRROTT0000002269834359,0.7524111353671473,-1.1380494415151845,0.9561918156132938,-0.6735528965086806
METRROTT0000002269838071,-2.9454399700553147,-3.216866560321702,-3.3280498041683777,-3.047178787171105
METRROTT0000002269834360,0.7511031580804024,0.03027344486113243,0.08594426300309496,0.30339913921384565,-2.652280105055647,0.4285322709012965
METRROTT0000002269779594,-10.794718547348769,-7.946268630489403,-12.256003599137548,-8.293617835953855
METRROTT0000002269843004,0.5042214714672594,-1.4692911599882217,-1.2982535153561152,-3.045618130322034,-2.450265209946404,-3.349770853780625
METRROTT0000002269780765,5.700960251340686,0.004316930595462531,10.067224019654061,-0.13207321983808695,11.49504815160465,-0.3737030482258162
METRROTT0000002269815170,-4.022077155280773,-1.978429278318163,-4.123345158621581,-1.451976203022856
METRROTT0000002275851125,-2.450265209946404,-3.349770853780625,-2.9454399700553147,-3.216866560321702
METRROTT0000002269841676,0.7524111353671473,-1.1380494415151845,0.5042214714672594,-1.4692911599882217
METRROTT0000002269831836,-4.123345158621581,-1.451976203022856,-3.991346894406616,-0.4969628050502729,-3.6061810591543364,0.03947443264510164
METRROTT0000002269816998,0.9623015488389829,-0.27292441333056894,0.9561918156132938,-0.6735528965086806
METRROTT0000002269780928,-4.844940381996041,1.3982223792923674,-5.040230260055235,1.4910310284102395
METRROTT0000002269780769,0.9623015488389829,-0.27292441333056894,3.1825838733900276,0.03451787385229296,5.700960251340686,0.004316930595462531
METRROTT0000002269779658,-16.499999999999513,-9.303112281822536,-15.89738771655703,-9.014349536625286,-12.837767281424824,-8.647995019679977,-9.894361039072402,-7.65990015915729
METRROTT0000002269779593,-10.794718547348769,-7.946268630489403,-15.555101409925626,-8.418047005642526,-16.43984358297821,-8.214625211506991
METRROTT0000002269780922,-3.1787698924642793,0.2998584668070627,-4.844940381996041,1.3982223792923674
METRROTT0000002269779771,-8.199016133496226,-7.010955219119735,-9.894361039072402,-7.65990015915729
METRROTT0000002269781285,-5.262444762884877,1.6098414689808798,-6.594645900906773,2.5746023811870633,-8.207897473888856,4.283454075643753
METRROTT0000002269815195,-5.040230260055235,1.4910310284102395,-5.262444762884877,1.6098414689808798
METRROTT0000002269780715,11.49504815160465,-0.3737030482258162,12.703542312641977,-0.8436594829507856
METRROTT0000002269779502,-12.256003599137548,-8.293617835953855,-15.592016238774788,-8.691482035367278
METRROTT0000002269815120,-6.813904865137053,-6.464665643822235,-8.199016133496226,-7.010955219119735
METRROTT0000002269781472,-8.207897473888856,4.283454075643753,-9.403220929860652,5.629930636703559
METRROTT0000002269829367,-4.022077155280773,-1.978429278318163,-3.3280498041683777,-3.047178787171105
METRROTT0000002275851122,0.7511031580804024,0.03027344486113243,0.9623015488389829,-0.27292441333056894
METRROTT0000002269779657,-9.894361039072402,-7.65990015915729,-10.794718547348769,-7.946268630489403
METRROTT0000002269782016,-9.403220929860652,5.629930636703559,-11.22589917272924,7.586398368013627,-13.3309405235755,9.303112281806872
METRROTT0000002269829368,-3.1787698924642793,0.2998584668070627,-2.652280105055647,0.4285322709012965
METRROTT0000002275851120,-3.6061810591543364,0.03947443264510164,-3.1787698924642793,0.2998584668070627
METRROTT0000002269780714,11.49504815160465,-0.3737030482258162,13.042181068602252,-1.207405602497295
