ID,x,y
feature-fid,x,y
METRROTT0000002269766150,-29.683439290535247,-10.135224683089271
METRROTT0000002269766150,-29.699790357029087,-10.176432107569712
METRROTT0000002269767701,-10.106950995509948,-8.218233298208533
METRROTT0000002269767701,-10.273104339275896,-8.356636695739592
METRROTT0000002269770546,-20.136475479603238,-3.9516311239127737
METRROTT0000002269770546,-20.551276588592675,-4.2876468381287225
METRROTT0000002269771189,-19.507157087650807,-2.871633501532562
METRROTT0000002269771189,-20.229224569288338,-3.5603177689980443
METRROTT0000002269775937,2.992627388282048,6.634901364309687
METRROTT0000002269775937,3.5135925253054796,6.752284482611836
METRROTT0000002269776723,-12.10897782277965,8.087529192289919
METRROTT0000002269776723,-12.386168580293933,8.321561724177636
METRROTT0000002269776723,-12.840407805688773,8.253541075804224
METRROTT0000002269781329,11.629920192612627,16.211275222124268
METRROTT0000002269781329,11.553067193208106,15.821379679216971
METRROTT0000002269781543,11.988171404666497,16.58240553169346
METRROTT0000002269781543,12.053200429976629,16.573136620332534
METRROTT0000002269781829,-19.757109221768154,17.429030438481853
METRROTT0000002269781829,-20.406464838699105,17.15476671929381
METRROTT0000002269782341,-19.560702136202924,18.253144009696577
METRROTT0000002269782341,-19.475793553243243,18.268765074142735
METRROTT0000002269783580,6.011091602839987,20.585988754344143
METRROTT0000002269783580,6.0279857143019075,20.56517282525769
METRROTT0000002269777691,-19.54095587785688,9.954949622587225
METRROTT0000002269777691,-19.395813228326215,9.751406386872816
METRROTT0000002269764720,-10.711854053243073,-12.188841794764805
METRROTT0000002269764720,-10.668209551030836,-12.221842970850986
METRROTT0000002269764791,-21.237222190066646,-12.055483651606014
METRROTT0000002269764791,-21.230296888605192,-11.995163223672922
METRROTT0000002269764065,-28.672709324084448,-13.01483624025228
METRROTT0000002269764065,-28.395491836516975,-12.80331060359216
METRROTT0000002269764328,-31.33972513130591,-12.661527822743402
METRROTT0000002269764328,-31.440042308394734,-12.465447570908289
METRROTT0000002269765637,-28.518779264552496,-10.931167197965244
METRROTT0000002269765637,-28.41654547085719,-10.854754695223283
METRROTT0000002269764145,-29.272997365504477,-12.961575653976539
METRROTT0000002269764145,-29.236903023064155,-12.706216651649978
METRROTT0000002269761534,-30.64067471725154,-17.135042606855563
METRROTT0000002269761534,-30.62969596165471,-17.20040316519868
METRROTT0000002269761754,-31.352885592047468,-16.67022876134621
METRROTT0000002269761754,-31.393240931481774,-16.81350285064088
METRROTT0000002269762097,-27.597951915018655,-16.101125500972056
METRROTT0000002269762097,-27.53127911058183,-16.146268377876083
METRROTT0000002269775722,-9.743929847283722,5.89143051156615
METRROTT0000002269775722,-9.805660704923357,6.48539799776649
METRROTT0000002269762182,-27.83426005888306,-15.940382364939301
METRROTT0000002269762182,-27.597951915018655,-16.101125500972056
METRROTT0000002269762241,-28.050081510043174,-15.810266281069893
METRROTT0000002269762241,-27.83426005888306,-15.940382364939301
METRROTT0000002269762262,-27.47716286792631,-16.034112243973656
METRROTT0000002269762262,-27.65537455680326,-15.989697499686601
METRROTT0000002269762262,-28.006913113536054,-15.777435652563387
METRROTT0000002269762524,-28.509218615313234,-15.438850989469984
METRROTT0000002269762524,-28.510172846584183,-15.354533238611037
METRROTT0000002269762608,-29.115484074434214,-15.240853538413308
METRROTT0000002269762608,-28.529710496193214,-15.5061332881413
METRROTT0000002269762733,-16.555889561645294,-15.090581247551505
METRROTT0000002269762733,-16.542605168522858,-15.102657724640611
METRROTT0000002269764066,-28.395491836516975,-12.80331060359216
METRROTT0000002269764066,-28.162295337732363,-12.973273853051584
METRROTT0000002269763005,-29.83511865912816,-14.476797609350653
METRROTT0000002269763005,-29.78515855136366,-14.930299316003765
METRROTT0000002269763952,-29.381951081798228,-12.93948237630786
METRROTT0000002269763952,-29.272997365504477,-12.961575653976539
METRROTT0000002269763639,-28.641224194826446,-13.451872212382039
METRROTT0000002269763639,-28.60584734762625,-13.488058074621426
METRROTT0000002269765020,-29.843679782519576,-11.754324152899684
METRROTT0000002269765020,-29.975609605462967,-11.667861876547324
METRROTT0000002269763182,-24.109982522963293,-14.214819399833633
METRROTT0000002269763182,-24.05335217003692,-14.231599302012487
METRROTT0000002269763239,12.700597100583861,-14.49211190653483
METRROTT0000002269763239,13.019737369226712,-14.34041439804055
METRROTT0000002269763242,-19.351082535003297,-14.141745090823957
METRROTT0000002269763242,-19.3683449390661,-14.336876677117713
METRROTT0000002269763433,-29.1649133846618,-13.774546290262862
METRROTT0000002269763433,-29.22289414740725,-13.747969046874934
METRROTT0000002269763512,-30.246146377093883,-13.599377480900188
METRROTT0000002269763512,-30.06475814063829,-13.681886364507587
METRROTT0000002269763499,-28.1464264109131,-13.647340256460687
METRROTT0000002269763499,-27.87094346583422,-13.695260871738508
METRROTT0000002269763530,-29.22289414740725,-13.747969046874934
METRROTT0000002269763530,-29.519036648093664,-13.582397038813793
METRROTT0000002269763520,-27.147364988973123,-13.615725349284475
METRROTT0000002269763520,-26.810031664102816,-13.73051222831435
METRROTT0000002269763732,-29.607058438575415,-13.268379037570346
METRROTT0000002269763732,-29.802474604476377,-13.418016720194588
METRROTT0000002269763539,-20.829930134035273,-13.641683942828093
METRROTT0000002269763539,-20.585410803491936,-13.658376726172007
METRROTT0000002269763585,-22.009867775990422,-13.558582891831108
METRROTT0000002269763585,-21.724223886143534,-13.578327771122582
METRROTT0000002269763608,-29.343729102100887,-13.475024930745041
METRROTT0000002269763608,-29.519036648093664,-13.582397038813793
METRROTT0000002269763657,-29.802474604476377,-13.418016720194588
METRROTT0000002269763657,-30.05480385426564,-13.667280342144325
METRROTT0000002269763680,-30.23007641949646,-13.38030054010451
METRROTT0000002269763680,-30.239736438930038,-13.522734085600366
METRROTT0000002269763702,-29.802474604476377,-13.418016720194588
METRROTT0000002269763702,-29.94420289750515,-13.336370877813554
METRROTT0000002269763733,-13.954882947313836,-13.57660362587658
METRROTT0000002269763733,-14.074764707302485,-13.393388215169823
METRROTT0000002269767065,-29.248823803075965,-8.884952780362378
METRROTT0000002269767065,-29.39003696655016,-8.866406619343424
METRROTT0000002269763762,-28.99565524566283,-13.230888924375968
METRROTT0000002269763762,-29.343729102100887,-13.475024930745041
METRROTT0000002269763763,-28.99565524566283,-13.230888924375968
METRROTT0000002269763763,-28.900001077794197,-13.290407021412985
METRROTT0000002269763764,-29.94420289750515,-13.336370877813554
METRROTT0000002269763764,-30.12957692325604,-13.220649360145728
METRROTT0000002269763795,-30.12957692325604,-13.220649360145728
METRROTT0000002269763795,-30.22608150480953,-13.167653454846608
METRROTT0000002269763809,-27.283443743183355,-13.605375277409227
METRROTT0000002269763809,-27.658640384493594,-13.07961161516038
METRROTT0000002269763895,-29.607058438575415,-13.268379037570346
METRROTT0000002269763895,-29.254609946738277,-13.03189202290309
METRROTT0000002269763896,-29.254609946738277,-13.03189202290309
METRROTT0000002269763896,-28.99565524566283,-13.230888924375968
METRROTT0000002269763903,-28.672709324084448,-13.01483624025228
METRROTT0000002269763903,-28.99565524566283,-13.230888924375968
METRROTT0000002269763909,-27.87094346583422,-13.695260871738508
METRROTT0000002269763909,-28.130710910001188,-13.012692925724073
METRROTT0000002269763910,-28.94351526626374,-12.856537546037705
METRROTT0000002269763910,-28.91933910714987,-12.842046593042944
METRROTT0000002269763935,-28.162295337732363,-12.973273853051584
METRROTT0000002269763935,-28.152033351278835,-12.987499263066226
METRROTT0000002269763977,-29.546783271090273,-12.900076210472413
METRROTT0000002269763977,-29.381951081798228,-12.93948237630786
METRROTT0000002269764023,-29.78778649528013,-12.848633239810228
METRROTT0000002269764023,-29.546783271090273,-12.900076210472413
METRROTT0000002269764046,-29.78778649528013,-12.848633239810228
METRROTT0000002269764046,-29.927254226748268,-12.814872030839815
METRROTT0000002269764063,15.570641306347564,-13.311809478892025
METRROTT0000002269764063,14.957656602572802,-13.170458115518496
METRROTT0000002269764062,14.155099169331189,-13.627968676634264
METRROTT0000002269764062,14.957656602572802,-13.170458115518496
METRROTT0000002269764074,-29.927254226748268,-12.814872030839815
METRROTT0000002269764074,-30.148482454888025,-12.742920268807932
METRROTT0000002269764079,-28.130710910001188,-13.012692925724073
METRROTT0000002269764079,-28.049098016058135,-12.913812916457841
METRROTT0000002269764079,-27.83477802509296,-12.801321085652651
METRROTT0000002269764118,-30.347363550453192,-12.727174864681277
METRROTT0000002269764118,-30.234334011764588,-12.727541904092408
METRROTT0000002269764119,-30.148482454888025,-12.742920268807932
METRROTT0000002269764119,-30.234334011764588,-12.727541904092408
METRROTT0000002269764154,-30.36095389249566,-12.685726122778636
METRROTT0000002269764154,-30.347363550453192,-12.727174864681277
METRROTT0000002269764161,-28.395491836516975,-12.80331060359216
METRROTT0000002269764161,-28.238140522403928,-12.695796054920548
METRROTT0000002269764167,-30.794793768740284,-12.663737571617649
METRROTT0000002269764167,-30.632931041590194,-12.848891808564355
METRROTT0000002269764203,-27.506834462386834,-12.650586908558056
METRROTT0000002269764203,-27.252903862981736,-12.883818176789669
METRROTT0000002269764228,-27.83477802509296,-12.801321085652651
METRROTT0000002269764228,-27.542992884869548,-12.61656983597506
METRROTT0000002269764229,-27.542992884869548,-12.61656983597506
METRROTT0000002269764229,-27.506834462386834,-12.650586908558056
METRROTT0000002269764249,-30.839831507465586,-12.573625320316866
METRROTT0000002269764249,-30.794793768740284,-12.663737571617649
METRROTT0000002269764296,-30.839831507465586,-12.573625320316866
METRROTT0000002269764296,-30.88348859910258,-12.49113932828829
METRROTT0000002269764313,-30.37234455292274,-12.500151746969207
METRROTT0000002269764313,-30.36095389249566,-12.685726122778636
METRROTT0000002269764314,-30.88348859910258,-12.49113932828829
METRROTT0000002269764314,-31.33972513130591,-12.661527822743402
METRROTT0000002269764325,-29.235198086882118,-12.692631988274503
METRROTT0000002269764325,-29.1542356268744,-12.489309359026507
METRROTT0000002269764372,-30.398876620744556,-12.423786729288908
METRROTT0000002269764372,-30.37234455292274,-12.500151746969207
METRROTT0000002269764398,-30.88348859910258,-12.49113932828829
METRROTT0000002269764398,-30.520664989958025,-12.408663111766213
METRROTT0000002269764398,-30.398876620744556,-12.423786729288908
METRROTT0000002269764401,-28.91933910714987,-12.842046593042944
METRROTT0000002269764401,-28.381384470235723,-12.419948818468555
METRROTT0000002269764378,-8.447168528697754,-12.600532954525479
METRROTT0000002269764378,-7.435754445621882,-12.877735096856709
METRROTT0000002269764402,-28.238140522403928,-12.695796054920548
METRROTT0000002269764402,-28.381384470235723,-12.419948818468555
METRROTT0000002269764411,-29.145611193611312,-12.463813959172052
METRROTT0000002269764411,-29.11079714876823,-12.341165292393717
METRROTT0000002269764421,-27.722353492961,-12.40189346739583
METRROTT0000002269764421,-28.238140522403928,-12.695796054920548
METRROTT0000002269764425,12.139691600794414,-12.736276428567459
METRROTT0000002269764425,12.457254582749162,-12.862516778986503
METRROTT0000002269764436,-30.919762672557898,-12.366285686064215
METRROTT0000002269764436,-30.88348859910258,-12.49113932828829
METRROTT0000002269764437,-31.440042308394734,-12.465447570908289
METRROTT0000002269764437,-31.19665534019064,-12.360793666786709
METRROTT0000002269764443,-11.772539900130027,-12.516140335262403
METRROTT0000002269764443,-11.69566508113927,-12.76753777499088
METRROTT0000002269764620,-30.77442197135208,-12.16239145531709
METRROTT0000002269764620,-30.954639517229698,-12.247970543212185
METRROTT0000002269764466,-17.997939973098557,-12.43132580237779
METRROTT0000002269764466,-18.13940444352693,-12.430159336362333
METRROTT0000002269764484,-28.320712046244935,-12.319811148438797
METRROTT0000002269764484,-28.381384470235723,-12.419948818468555
METRROTT0000002269764485,-27.722353492961,-12.40189346739583
METRROTT0000002269764485,-28.320712046244935,-12.319811148438797
METRROTT0000002269764521,-27.60967426629804,-12.2787883188693
METRROTT0000002269764521,-27.722353492961,-12.40189346739583
METRROTT0000002269764522,-28.636591931072854,-12.269390077256666
METRROTT0000002269764522,-28.86164267261783,-12.496024749783816
METRROTT0000002269764522,-29.145611193611312,-12.463813959172052
METRROTT0000002269764621,-29.11079714876823,-12.341165292393717
METRROTT0000002269764621,-29.08688577281004,-12.197214987647355
METRROTT0000002269764621,-29.129200601850858,-12.174027809207185
METRROTT0000002269764523,-28.381384470235723,-12.419948818468555
METRROTT0000002269764523,-28.636591931072854,-12.269390077256666
METRROTT0000002269764525,-30.919762672557898,-12.366285686064215
METRROTT0000002269764525,-30.954639517229698,-12.247970543212185
METRROTT0000002269764538,-22.84301580325526,-12.30125476400363
METRROTT0000002269764538,-22.245560041822078,-12.344216132766356
METRROTT0000002269764575,12.263299811549745,-12.549148434444783
METRROTT0000002269764575,12.139691600794414,-12.736276428567459
METRROTT0000002269764569,-26.18526063744958,-12.239755790606699
METRROTT0000002269764569,-25.745807233418947,-12.286297615630504
METRROTT0000002269764604,-28.26489537919004,-12.194613100877923
METRROTT0000002269764604,-28.320712046244935,-12.319811148438797
METRROTT0000002269764602,11.831126606292242,-12.881543287766544
METRROTT0000002269764602,11.53374554017426,-12.529745283275808
METRROTT0000002269764955,-28.25199838717591,-11.743792964520164
METRROTT0000002269764955,-28.252398431995452,-11.769898751138976
METRROTT0000002269764663,-30.664278550293968,-12.106708944215255
METRROTT0000002269764663,-30.77442197135208,-12.16239145531709
METRROTT0000002269764673,-8.840726197088657,-12.352458308710998
METRROTT0000002269764673,-8.956177751083954,-12.268811318939248
METRROTT0000002269764675,11.53374554017426,-12.529745283275808
METRROTT0000002269764675,11.919953130555934,-12.442810513040733
METRROTT0000002269764675,12.263299811549745,-12.549148434444783
METRROTT0000002269764683,-30.664278550293968,-12.106708944215255
METRROTT0000002269764683,-30.612192406204894,-12.078299770447558
METRROTT0000002269764692,-9.865189406562328,-12.23563095964691
METRROTT0000002269764692,-8.550758353174759,-12.571378811684385
METRROTT0000002269764716,-9.9874593468663,-12.204146970095506
METRROTT0000002269764716,-9.865189406562328,-12.23563095964691
METRROTT0000002269764717,-9.9874593468663,-12.204146970095506
METRROTT0000002269764717,-8.840726197088657,-12.352458308710998
METRROTT0000002269764728,-29.129200601850858,-12.174027809207185
METRROTT0000002269764728,-29.022147450167946,-12.026941538653785
METRROTT0000002269764729,-28.636591931072854,-12.269390077256666
METRROTT0000002269764729,-29.022147450167946,-12.026941538653785
METRROTT0000002269764751,-10.213373711300264,-12.146774879709556
METRROTT0000002269764751,-9.9874593468663,-12.204146970095506
METRROTT0000002269764756,-29.079939636799867,-11.987855094701214
METRROTT0000002269764756,-29.022147450167946,-12.026941538653785
METRROTT0000002269764760,-30.612192406204894,-12.078299770447558
METRROTT0000002269764760,-30.41128218931398,-11.96133994313163
METRROTT0000002269764735,-24.18090378041366,-12.166316016540307
METRROTT0000002269764735,-24.346871029501617,-12.055087644494533
METRROTT0000002269764786,-18.567937747959366,-12.020305277761112
METRROTT0000002269764786,-18.85214444761519,-12.051688830561964
METRROTT0000002269764978,-9.359669426511706,-11.985844284711332
METRROTT0000002269764978,-9.561133913847568,-11.944449057144377
METRROTT0000002269764978,-9.57061213711897,-11.881272602531308
METRROTT0000002269764849,-14.31092925536956,-11.988607704406007
METRROTT0000002269764849,-14.558219578352075,-12.052371668022195
METRROTT0000002269764849,-14.85234118953212,-12.23813446471072
METRROTT0000002269764849,-15.1772071425706,-12.284395186322246
METRROTT0000002269764864,-28.636591931072854,-12.269390077256666
METRROTT0000002269764864,-28.443693499160645,-11.8450466137415
METRROTT0000002269764886,-10.9507601607105,-11.958934680540965
METRROTT0000002269764886,-10.599552263317324,-12.046180294191677
METRROTT0000002269764899,-28.443693499160645,-11.8450466137415
METRROTT0000002269764899,-28.443076986464927,-11.80480019401455
METRROTT0000002269764906,-29.57684472829172,-11.928361378832108
METRROTT0000002269764906,-29.3851783552043,-11.779781641475957
METRROTT0000002269764907,-29.3851783552043,-11.779781641475957
METRROTT0000002269764907,-29.079939636799867,-11.987855094701214
METRROTT0000002269764926,-30.41128218931398,-11.96133994313163
METRROTT0000002269764926,-30.09375552684109,-11.757202902001506
METRROTT0000002269764927,-28.443076986464927,-11.80480019401455
METRROTT0000002269764927,-28.252398431995452,-11.769898751138976
METRROTT0000002269764928,-28.252398431995452,-11.769898751138976
METRROTT0000002269764928,-28.206572787671853,-12.003618879920372
METRROTT0000002269764928,-28.26489537919004,-12.194613100877923
METRROTT0000002269764982,-29.33928660620377,-11.715967484881878
METRROTT0000002269764982,-29.3851783552043,-11.779781641475957
METRROTT0000002269765003,-11.560357757638702,-11.832002417166066
METRROTT0000002269765003,-10.711854053243073,-12.188841794764805
METRROTT0000002269765004,-11.560357757638702,-11.832002417166066
METRROTT0000002269765004,-10.9507601607105,-11.958934680540965
METRROTT0000002269765019,-30.09375552684109,-11.757202902001506
METRROTT0000002269765019,-29.975609605462967,-11.667861876547324
METRROTT0000002269765079,-13.337894208254474,-11.807402730597115
METRROTT0000002269765079,-12.749385392412366,-11.753010850240058
METRROTT0000002269765054,-9.097359139304723,-11.825404311075266
METRROTT0000002269765054,-8.670394046611866,-11.808858762564263
METRROTT0000002269765088,-12.749385392412366,-11.753010850240058
METRROTT0000002269765088,-12.208931999006719,-11.755337385789325
METRROTT0000002269765088,-11.560357757638702,-11.832002417166066
METRROTT0000002269765246,-28.443076986464927,-11.80480019401455
METRROTT0000002269765246,-28.473702296616697,-11.604927276099035
METRROTT0000002269765246,-28.68814674132081,-11.431852910299407
METRROTT0000002269765290,-21.555744832552865,-11.40395433760425
METRROTT0000002269765290,-21.45720538785571,-11.61472213358727
METRROTT0000002269765322,13.058444269921054,-11.679240504049238
METRROTT0000002269765322,12.457254582749162,-12.862516778986503
METRROTT0000002269765448,-28.227194981848637,-11.151101027523275
METRROTT0000002269765448,-28.25199838717591,-11.743792964520164
METRROTT0000002269765473,-28.227194981848637,-11.151101027523275
METRROTT0000002269765473,-27.901729090908642,-11.11402757620665
METRROTT0000002269765477,-27.901729090908642,-11.11402757620665
METRROTT0000002269765477,-27.727173907199635,-11.105650052870152
METRROTT0000002269765531,-28.557196670439122,-10.995585231578199
METRROTT0000002269765531,-28.324444078050295,-11.14650671799857
METRROTT0000002269765531,-28.227194981848637,-11.151101027523275
METRROTT0000002269765581,-28.518779264552496,-10.931167197965244
METRROTT0000002269765581,-28.557196670439122,-10.995585231578199
METRROTT0000002269765604,-29.059437525193278,-10.892529427858072
METRROTT0000002269765604,-29.17855410110268,-11.142866820241334
METRROTT0000002269765700,-29.99939717620814,-11.11774874948452
METRROTT0000002269765700,-29.95987351815005,-10.735678859094868
METRROTT0000002269765662,-28.518779264552496,-10.931167197965244
METRROTT0000002269765662,-28.725926933352167,-10.819072976351325
METRROTT0000002269765690,-4.1962040611724785,-10.980044796168306
METRROTT0000002269765690,-3.5015009070324785,-10.98102776195468
METRROTT0000002269765681,-2.3893958584201154,-11.00242019137507
METRROTT0000002269765681,-1.5208839732090689,-11.041886984484956
METRROTT0000002269765708,-29.059437525193278,-10.892529427858072
METRROTT0000002269765708,-28.91623437335024,-10.731592707464044
METRROTT0000002269765709,-28.91623437335024,-10.731592707464044
METRROTT0000002269765709,-28.725926933352167,-10.819072976351325
METRROTT0000002269765727,-29.959574439592437,-10.716099488448156
METRROTT0000002269765727,-29.961487716175895,-10.694326522789694
METRROTT0000002269765733,-0.592133351592311,-11.059576341511182
METRROTT0000002269765733,0.5169944544424228,-10.940655581380327
METRROTT0000002269765783,-29.924627803551527,-10.633702672773474
METRROTT0000002269765783,-29.961487716175895,-10.694326522789694
METRROTT0000002269765784,-29.924627803551527,-10.633702672773474
METRROTT0000002269765784,-29.709899406639764,-10.641962014429973
METRROTT0000002269766032,-28.932347436953027,-10.316981257700672
METRROTT0000002269766032,-29.25466832027099,-10.588522853007786
METRROTT0000002269765827,-29.709899406639764,-10.641962014429973
METRROTT0000002269765827,-29.25466832027099,-10.588522853007786
METRROTT0000002269765829,-28.91623437335024,-10.731592707464044
METRROTT0000002269765829,-29.25466832027099,-10.588522853007786
METRROTT0000002269765838,-28.171976021100004,-10.57660477021587
METRROTT0000002269765838,-28.227194981848637,-11.151101027523275
METRROTT0000002269765906,-28.160246187409875,-10.495108870051371
METRROTT0000002269765906,-28.171976021100004,-10.57660477021587
METRROTT0000002269765907,-28.41654547085719,-10.854754695223283
METRROTT0000002269765907,-28.277749174287614,-10.493070313965502
METRROTT0000002269765952,-29.802403768438182,-10.424728213989633
METRROTT0000002269765952,-29.899253303998762,-10.58984829952628
METRROTT0000002269766151,-29.683439290535247,-10.135224683089271
METRROTT0000002269766151,-29.521163700233124,-10.195823501351315
METRROTT0000002269766109,-29.521163700233124,-10.195823501351315
METRROTT0000002269766109,-29.41172717974954,-10.23587042371772
METRROTT0000002269766119,-29.699790357029087,-10.176432107569712
METRROTT0000002269766119,-29.802403768438182,-10.424728213989633
METRROTT0000002269766248,-28.383296436979517,-10.052713928334972
METRROTT0000002269766248,-28.265283549197424,-10.021576128083748
METRROTT0000002269766249,-28.277749174287614,-10.493070313965502
METRROTT0000002269766249,-28.265283549197424,-10.021576128083748
METRROTT0000002269766170,-28.932347436953027,-10.316981257700672
METRROTT0000002269766170,-28.584340052279792,-10.128327513622969
METRROTT0000002269766171,-28.91623437335024,-10.731592707464044
METRROTT0000002269766171,-28.569397617562537,-10.276943645316525
METRROTT0000002269766171,-28.584340052279792,-10.128327513622969
METRROTT0000002269766185,-28.584340052279792,-10.128327513622969
METRROTT0000002269766185,-28.546646451018667,-10.111226231850312
METRROTT0000002269766239,-29.683439290535247,-10.135224683089271
