ID,degre
METRROTT0000002269771206,3
METRROTT0000002269772173,2
METRROTT0000002275851088,2
METRROTT0000002275851129,2
METRROTT0000002269780440,2
METRROTT0000002328960188,2
METRROTT0000002328963523,2
METRROTT0000002269776244,2
METRROTT0000002269776996,2
METRROTT0000002269775978,2
METRROTT0000002269782263,2
METRROTT0000002269776435,3
METRROTT0000002269775804,5
METRROTT0000002269782213,2
METRROTT0000002269776973,4
METRROTT0000002269773866,2
METRROTT0000002269773949,2
METRROTT0000002269773771,2
METRROTT0000002269776439,2
METRROTT0000002269817795,2
METRROTT0000002269818819,2
METRROTT0000002269828721,2
METRROTT0000002269828761,4
METRROTT0000002269828768,2
METRROTT0000002269828796,2
METRROTT0000002269834515,2
METRROTT0000002269837902,3
METRROTT0000002269840423,2
METRROTT0000002269840424,2
METRROTT0000002269841829,2
METRROTT0000002269842718,2
METRROTT0000002269842843,2
METRROTT0000002275850965,4
METRROTT0000002275850986,3
METRROTT0000002334016749,2
METRROTT0000002334019661,2
METRROTT0000002334023003,2
METRROTT0000002334024229,2
METRROTT0000002334027213,2
METRROTT0000002334028807,2
METRROTT0000002334028910,2
METRROTT0000002334029061,2
METRROTT0000002334029062,2
METRROTT0000002334030587,2
METRROTT0000002334139586,2
METRROTT0000002334139587,2
METRROTT0000002334139598,3
METRROTT0000002334139599,5
METRROTT0000002334139600,2
METRROTT0000002334139601,2
METRROTT0000002334139602,2
METRROTT0000002334139603,3
METRROTT0000002334139604,2
METRROTT0000002334139605,2
METRROTT0000002334139606,2
METRROTT0000002334139609,2
METRROTT0000002334139621,2
METRROTT0000002334139623,2
METRROTT0000002334139624,2
METRROTT0000002334139625,2
METRROTT0000002334139626,2
METRROTT0000002334139655,2
METRROTT0000002334139656,2
METRROTT0000002334139657,6
METRROTT0000002334139664,2
METRROTT0000002334139669,5
METRROTT0000002334139671,2
METRROTT0000002334139672,3
METRROTT0000002335043748,3
METRROTT0000002335046900,2
METRROTT0000002335050816,2
METRROTT0000002335060500,4
METRROTT0000002335104856,2
METRROTT0000002335104857,2
METRROTT0000002336234059,3
METRROTT0000002336234067,2
METRROTT0000002336234126,7
METRROTT0000002336234149,2
METRROTT0000002269764507,2
METRROTT0000002269768816,2
METRROTT0000002269765392,2
METRROTT0000002269761679,2
METRROTT0000002269764128,2
METRROTT0000002269763021,2
METRROTT0000002269763086,3
METRROTT0000002269773758,2
METRROTT0000002269767174,2
METRROTT0000002269768378,2
METRROTT0000002269771283,2
METRROTT0000002269774766,2
METRROTT0000002269780783,3
METRROTT0000002269769253,2
METRROTT0000002269780857,2
METRROTT0000002269776348,2
METRROTT0000002269777370,2
METRROTT0000002269762993,2
METRROTT0000002269773394,2
METRROTT0000002269783625,2
METRROTT0000002269767945,2
METRROTT0000002269775662,2
METRROTT0000002269781173,2
METRROTT0000002269780650,2
METRROTT0000002269774355,2
METRROTT0000002269782019,2
METRROTT0000002269765031,5
METRROTT0000002269764184,5
METRROTT0000002269770388,2
METRROTT0000002269763022,2
METRROTT0000002269764611,3
METRROTT0000002269765158,3
METRROTT0000002269767358,2
METRROTT0000002269769411,2
METRROTT0000002269769510,2
METRROTT0000002269773505,2
METRROTT0000002269775144,2
METRROTT0000002269777823,2
METRROTT0000002269769171,2
METRROTT0000002269776918,2
METRROTT0000002269772305,2
METRROTT0000002269775377,2
METRROTT0000002269777885,2
METRROTT0000002269783623,4
METRROTT0000002269779982,4
METRROTT0000002269778588,6
METRROTT0000002269776564,2
METRROTT0000002269764131,2
METRROTT0000002269774726,2
METRROTT0000002269779400,2
METRROTT0000002269781836,2
METRROTT0000002269814495,2
METRROTT0000002269763940,2
METRROTT0000002269780419,2
METRROTT0000002269763785,2
METRROTT0000002269766353,2
METRROTT0000002269767663,2
METRROTT0000002269767727,3
METRROTT0000002269775006,2
METRROTT0000002269780258,3
METRROTT0000002269781695,4
METRROTT0000002269782207,2
METRROTT0000002269782281,3
METRROTT0000002269782697,2
METRROTT0000002269687937,2
METRROTT0000002269775855,3
METRROTT0000002269777542,2
METRROTT0000002269780628,4
METRROTT0000002269774568,2
METRROTT0000002269782682,2
METRROTT0000002269768685,2
METRROTT0000002269781923,3
METRROTT0000002269775853,2
METRROTT0000002269776283,2
METRROTT0000002269782991,2
METRROTT0000002269773643,2
METRROTT0000002269763089,7
METRROTT0000002269762925,3
METRROTT0000002269775205,2
METRROTT0000002269778063,3
METRROTT0000002269778118,9
METRROTT0000002269765900,3
METRROTT0000002269773497,4
METRROTT0000002269779809,2
METRROTT0000002269771438,3
METRROTT0000002269764341,2
METRROTT0000002269764456,2
METRROTT0000002269767420,2
METRROTT0000002269767536,2
METRROTT0000002269768903,2
METRROTT0000002269769629,3
METRROTT0000002269769758,2
METRROTT0000002269770074,2
METRROTT0000002269770135,2
METRROTT0000002269771670,2
METRROTT0000002269777917,2
METRROTT0000002269773415,2
METRROTT0000002269773455,4
METRROTT0000002269773568,3
METRROTT0000002269773987,2
METRROTT0000002269776861,2
METRROTT0000002269783800,2
METRROTT0000002269779703,2
METRROTT0000002269781596,2
METRROTT0000002269781737,3
METRROTT0000002269782135,2
METRROTT0000002269782313,3
METRROTT0000002269782868,2
METRROTT0000002269764486,2
METRROTT0000002269770195,2
METRROTT0000002269782498,2
METRROTT0000002269762812,2
METRROTT0000002269776588,2
METRROTT0000002269773436,3
METRROTT0000002269765087,2
METRROTT0000002269775898,2
METRROTT0000002269762061,2
METRROTT0000002269762602,2
METRROTT0000002269779816,2
METRROTT0000002269774244,3
METRROTT0000002269777083,2
METRROTT0000002269762161,2
METRROTT0000002269762462,5
METRROTT0000002269764440,2
METRROTT0000002269765991,2
METRROTT0000002269769327,2
METRROTT0000002269769493,2
METRROTT0000002269770297,3
METRROTT0000002269770603,3
METRROTT0000002269770978,2
METRROTT0000002269771877,2
METRROTT0000002269772963,2
METRROTT0000002269772001,2
METRROTT0000002269773923,2
METRROTT0000002269774120,2
METRROTT0000002269774636,2
METRROTT0000002269781269,2
METRROTT0000002269782075,3
METRROTT0000002269783092,2
