Tick Number: 30000
mean_vpk,mean_vpk_vehicles,mean_vpk_buses,mean-pick-rate,mean_pick_up_rate_vehicles,mean_pick_up_rate_buses,mean_occupation_rate_all,mean_occupation_rate_vehicles,mean_occupation_rate_buses,servincing rate,waiting clients station rate,mean_max_clients_station_waiting,mean of clients wainting,mean waiting time clients,mean_distance_travelled_clients
0.05569611448721616,0,0,0.12004940791464819,0,0,0,13.573066666664714,0,33.72549019607843,3.188850200966418,2.2401,0.0336379126586284,6335.730304673273,256.35280072977463
